Planner Group,Equipment Category,Object type,Catalog Profile Code,Catalog Profile,Equipment,Tag Number,Equipment Desc.,Description,Notification Date,Breakdown Duration,Name of Work Center,Cost Center,Cost Center Desc,Order,Notification,ABC Indicator,Breakdown Indicator,Object Part,Problem or Damage,Cause,Activity
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000643,CP0300003,30TON LM-SGC[생2)가공T-Bay(T-2)],30TON LMSGC(T-2) 호이스트 흘러내림,2023-12-30T00:00:00.000,2,삼영 크레인정비 2반,D6023500,가공부,10000772048,10749037,B,Yes,,,,
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000643,CP0300003,30TON LM-SGC[생2)가공T-Bay(T-2)],30TON LMSGC(T-2) 호이스트 흘러내림,2023-12-06T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000772055,10749102,B,Yes,권상부,탈락,기타,교정
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000364,CH0150014,15TON LM-EOC[생1)선체공장 P0-Bay(남)],15TON LM-EOC 0-BAY(4호) 선회 동작불가,2023-12-06T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000772066,10749045,B,Yes,횡행부,이상,기타,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000360,CH0150009,15TON LM-EOC[생3)강재치장(북)],15TON LM-EOC 강재장(북) 와이어로프 드럼 감김불량(이탈),2023-12-06T00:00:00.000,2,삼영 크레인정비 3반,D6024070,해)가공부,10000772077,10749056,A,Yes,기초부,탈락,기타,복귀
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000318,CG0300006,30/5TON LLC[생2)7안벽(A16호)],main power 전압 인가불가로 정지.,2023-12-06T00:00:00.000,1,기계인프라부크레인보전직크레인보전2반,D60240B0,해양공사팀(기획운영그룹),10000772089,10749076,B,Yes,급전부,이상,과부하,점검
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000658,CS8000003,800TON GOLIATH[7안벽(5호)],선회빔 작동이상.,2023-12-06T00:00:00.000,1,기계인프라부크레인보전직크레인보전2반,D60240B0,해양공사팀(기획운영그룹),10000772143,10749132,A,Yes,전장부,이상,과부하,점검
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000381,CH0200013,20TON LM-EOC[생2)가공공장 31-Bay(31-1)],20TON LMEOC(31-1) 확장 작동불,2023-12-07T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000772255,10749284,B,Yes,권상부,정지,기타,보충
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000354,CH0150002,15TON LM-EOC[생1)선체공장 2-Bay(기존)],"15TON LM-EOC 0-BAY(기존) EXP ""R""측 이상",2023-12-07T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000772272,10749264,A,Yes,권상부,이상,기타,조정
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000632,CP0050004,5TON LM-SGC[생3)Buffer장],5TON LM-SGC 가공Buffer장 리프팅빔 마그넷포트 흡착불능,2023-12-07T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000772278,10749270,B,Yes,전장부,이상,정전,복귀
MCB,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000085,ALA010001005,PLS DUST COLLECTOR 생1-22호기,[돌발] DUST1-22호기 집진기 FAN BELT 파단,2023-12-08T00:00:00.000,2,기계인프라부기계보전직기계보전2반,D602A200,전략생산팀(가공그룹),10000772338,10749384,B,Yes,FAN,파손,노후,교체
MCB,기계설비,소지장치,MD04,전처리설비,1700001827,AE0010001301,SHOT BLAST M/C 생2-3호기,정비)main con' chain 교체 및 스프라켓 직진도 조정,2023-12-08T00:00:00.000,1,신성시스템 전처리반,D6023500,가공부,10000772371,10749379,A,Yes,ROLLER CONVEYOR,탈선,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA03,LIFTING MAGNET-SEMI GANTRY HOIST(LM-SGH),1000000646,CP2.80002,2.8TON LM-SGH[생1)선체공장 2-Bay],2.8TON LM-SGH 2-Bay 주행 휠 교체공사(CR),2023-12-08T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000772429,10749424,B,Yes,주행부,마모,노후,교체
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000018,CA0300001,30/15TON EOC[생1)대조립공장(1호)],30/15TON EOC 대조립공장 크레인 전원OFF,2023-12-08T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000772434,10749429,B,Yes,급전부,정지,과부하,복귀
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000738,CB0600001,60(60+30)TON GC[생1)M-Area],60TON GC PE장M-Area 북측 주행 동작이상,2023-12-08T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000772441,10749446,B,Yes,주행부,정지,오염,청소
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000082,CA1200003,120TON EOC[생2)조립 52-Bay(52-2)],120TON(80+60)EOC(52-2) 크레인 작동불,2023-12-08T00:00:00.000,1,삼영 크레인정비 2반,D6023550,판넬조립부,10000772452,10749457,A,Yes,조작PANEL부,정지,정전,복귀
MCB,용접기,용접장비,WA04,BUILD-UP용접장비,2200000013,AG0110001303,BUILD-UP용접장비 (생2)-3호기,(돌발)BUILD-UP 3호기 워크코일 파손,2023-12-08T00:00:00.000,2,기계인프라부기계보전직기계보전3반,D6023500,가공부,10000772461,10749436,A,Yes,고주파장치류,파손,관리불량,교체
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000341,CG2500001,250/5TON LLC[한내적치장(1호)],250/5TON LLC[한내적치장(1호)]충돌방지 센서 이상,2023-12-11T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6022350,블록물류부,10000772571,10749664,A,Yes,안전장치,정지,부식,복귀
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000011,CA0150005,15TON EOC[생1)관공장],15TON EOC 여객선공장 호이스트 작동시 연기발생,2023-12-11T00:00:00.000,1,삼영 크레인정비 1반,D6023630,선행의장부,10000772636,10749720,B,Yes,권상부,이상,기타,조정
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],20TON LMEOC(25-1) 6번 포트 작동불,2023-12-11T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000772722,10749715,B,Yes,전장부,이상,단선,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000376,CH0200007,20TON LM-EOC[생2)가공공장 T-Bay(T-3)],30TON LMEOC(T-3) 주행 작동불,2023-12-11T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000772725,10749718,A,Yes,주행부,정지,노후,용접
MCB,기계설비,절단설비,MC02,NC GAS CUTTING M/C,1700001313,AA0050001002,NC-GAS 생3-21호기,[돌발] NCG3-21 에어센서 감지불량,2023-12-11T00:00:00.000,2,기계인프라부기계보전직기계보전2반,D6024070,해)가공부,10000772731,10749744,B,Yes,TORCH부,이상,결함,교체
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000030,CA0300014,30TON EOC[생3)B3-Shop],30TON EOC B3-Shop Remote 컨트롤러 조이스틱 불량,2023-12-11T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000772750,10749739,B,Yes,조작PANEL부,기타,기타,교체
MCA,기계설비,기계설비 기타,MZ13,대차,1700008051,AF0140013020,PROPELLER 대차(150톤)-4호,150TON PROPELLER대차 G2 #2 조작팬던트 비상S/W 작동불,2023-12-11T00:00:00.000,1,삼영 크레인정비 3반,D6023930,기계의장부,10000772754,10749754,B,Yes,조작판넬,이상,기타,교체
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000675,AI011001065,승강용 리프트 (65호),리프트 작동불량,2023-12-11T00:00:00.000,0.5,기계인프라부크레인보전직리프트보전반,D6022460,장비운영부,10000772820,10749823,B,Yes,제어판넬,작동불량,과부하,조정
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000693,AI011001083,승강용 리프트 (83호),리프트 중간에 멈춤,2023-12-11T00:00:00.000,2.5,기계인프라부크레인보전직리프트보전반,D6022460,장비운영부,10000772821,10749824,B,Yes,모터류,누전,손상,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000368,CH0150019,15TON LM-EOC[생1)선체공장 E2-Bay(P/L)],15TON LM-EOC 2-BAY(P/L) 주행 작동불가,2023-12-12T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000772907,10749936,B,Yes,주행부,정지,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000376,CH0200007,20TON LM-EOC[생2)가공공장 T-Bay(T-3)],20TON LMEOC(T-3) 주행 카플링 기어 파손,2023-12-12T00:00:00.000,3,삼영 크레인정비 2반,D6023500,가공부,10000772937,10749959,A,Yes,주행부,파손,충격,용접
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001292,AA0010001317,PLS 생2-52호기,"[돌발] PLS2-52 토치 케이블 소손,마그네트 홀더 탈착센서 작동불",2023-12-12T00:00:00.000,4,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000772946,10749942,A,Yes,TORCH부,파손,과열,교체
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000316,BE10000001,1000TON TRANSPORTER 01호,t/p1001 리프팅 호스 파손(누유),2023-12-12T00:00:00.000,2.5,중기인프라부정비직중기정비반,D6022350,블록물류부,10000773002,10750004,A,Yes,유공압(PNEUMATIC/HYDRAULIC),파손,수명노화,교체
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000656,CS8000001,800TON GOLIATH[5안벽(3호)],크레인 작동불가,2023-12-13T00:00:00.000,1,기계인프라부크레인보전직크레인보전1반,D60240B0,해양공사팀(기획운영그룹),10000773107,10750116,A,Yes,조작PANEL부,기타,기타,점검
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001285,AA0010001309,PLS 생2-33호기,[돌발] PLS2-33 PILOT CABLE 단선,2023-12-13T00:00:00.000,1,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000773114,10750133,B,Yes,TORCH부,단선,과부하,결선
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000662,CS9000002,900TON GOLIATH[생2)3도크(1호)],크레인 작동정지.,2023-12-13T00:00:00.000,1,기계인프라부크레인보전직크레인보전2반,D6023890,건조2부,10000773137,10750165,A,Yes,전장부,정지,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000354,CH0150002,15TON LM-EOC[생1)선체공장 2-Bay(기존)],"15TON LM-EOC 2-BAY(1호) ""R""측 EXP""이탈",2023-12-13T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000773147,10750157,A,Yes,권상부,탈락,기타,분해 조립
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000348,CH0100001,10TON LM-EOC[생1)신소조립 E5-Bay(남)],10TON LM-EOC E5-Bay 주행 작동이상,2023-12-13T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000773149,10750159,B,Yes,조작PANEL부,이상,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000349,CH0100002,10TON LM-EOC[생1)선체공장 N0-Bay(북)],10TON LM-EOC 0-BAY NO.2 마그포트 자력불능,2023-12-13T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000773156,10750196,B,Yes,권상부,이상,기타,복귀
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000688,AI011001078,승강용 리프트 (78호)_신한내,승강용 리프트 (78호)_신한내 리프트 작동중지,2023-12-13T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000773161,10750169,B,Yes,제어판넬,작동불량,노후,교체
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000657,CS8000002,800TON GOLIATH[8안벽(4호)],crane control off로 정지.,2023-12-13T00:00:00.000,1,기계인프라부크레인보전직크레인보전2반,D6023740,건조1부,10000773173,10750179,A,Yes,전장부,정지,관리불량,복귀
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000082,CA1200003,120TON EOC[생2)조립 52-Bay(52-2)],120TON(80+60)EOC(52-2) 크레인 작동불,2023-12-13T00:00:00.000,1,삼영 크레인정비 2반,D6023550,판넬조립부,10000773192,10750217,A,Yes,횡행부,정지,과부하,복귀
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000035,CA0300019,30TON EOC[생2)가공공장 36-Bay(36-1)],30(30+30)TON EOC(36-1)  A호이스트 작동불,2023-12-13T00:00:00.000,1,삼영 크레인정비 2반,D6023550,판넬조립부,10000773193,10750218,B,Yes,권상부,정지,과부하,복귀
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001283,AA0010001307,PLS 생2-31호기,[돌발] PLS2-31 아크 발생 안됨,2023-12-14T00:00:00.000,1,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000773334,10750326,A,Yes,TORCH부,이상,오염,교체
MCA,환경설비,대기오염방지시설,3C02,A/C TOWER,1800000080,AL0020090004,A/C TOWER(600㎥/min)_족장기자재,A/C TOWER 족장기자재 설수장치 전원 TRIP,2023-12-14T00:00:00.000,1,삼영 이동장비반,D6025760,족장부,10000773346,10750330,B,Yes,조작판넬,기타,기타,기타
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000354,CH0150002,15TON LM-EOC[생1)선체공장 2-Bay(기존)],15TON LM-EOC 2-BAY(기존) 선회 브레이크 슬립,2023-12-14T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000773424,10750389,A,Yes,횡행부,이상,풀림,분해 조립
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000076,CA0900002,90(60+30)TON EOC[생3)B4-Shop서],90TON EOC B4-Shop(서) AUX트롤리 횡행 작동이상,2023-12-14T00:00:00.000,3,삼영 크레인정비 3반,D6024050,해)조립부,10000773425,10750390,B,Yes,횡행부,이상,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000643,CP0300003,30TON LM-SGC[생2)가공T-Bay(T-2)],30TON LMSGC(T-2) 호이스트 속도 이상,2023-12-14T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000773449,10750423,B,Yes,권상부,이상,기타,교체
MCB,기계설비,소지장치,MD04,전처리설비,1700001827,AE0010001301,SHOT BLAST M/C 생2-3호기,"정비)wheel #2,4,6 vane 교체",2023-12-15T00:00:00.000,1.5,신성시스템 전처리반,D6023500,가공부,10000773500,10750487,A,Yes,BLASTING 부,마모,노후,교체
MCB,기계설비,소지장치,MD04,전처리설비,1700001827,AE0010001301,SHOT BLAST M/C 생2-3호기,정비)웨이트 와이어 교체 및 점검,2023-12-15T00:00:00.000,1,신성시스템 전처리반,D6023500,가공부,10000773545,10750512,A,Yes,LATERAL BRUSH부,변형,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000366,CH0150017,15TON LM-EOC[생1)선체공장 E1-Bay],"15TON LM-EOC 1-BAY 선회 흡,탈착 동작 불가",2023-12-18T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000773563,10750904,B,Yes,권상부,정지,단선,결선
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000354,CH0150002,15TON LM-EOC[생1)선체공장 2-Bay(기존)],15TON LM-EOC 2-BAY(기존) 횡행 작동이상,2023-12-18T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000773564,10750905,A,Yes,횡행부,이상,기타,교체
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000018,CA0300001,30/15TON EOC[생1)대조립공장(1호)],30/15TON EOC 대조립공장 크레인 전원 이상,2023-12-18T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000773567,10750908,B,Yes,급전부,이상,기타,점검
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000362,CH0150012,15TON LM-EOC[생3)가공공장 31-Bay(동)],15TON LM-EOC 31-BAY(동) 주행 1단->2단 간헐적작동불량,2023-12-18T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000773580,10750922,A,Yes,주행부,기타,기타,점검
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000373,CH0200004,20TON LM-EOC[생2)가공공장 32-Bay(32-1)],20TON LMEOC(32-1) 권상 작동불능,2023-12-15T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000773596,10750626,B,Yes,권상부,정지,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA02,LIFTING MAGNET-GANTRY CRANE(LM-GC),1000000396,CI0300001,30TON LM-GC[생2)가공공장 B-Bay(B-1)],30TON LMGC(B-1) 주행시 소음발생,2023-12-15T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000773598,10750628,B,Yes,횡행부,정지,과열,교체
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000031,CA0300015,30/10TON EOC[생3)B4-Shop],30/10TON EOC B4-Shop 크레인 작동안됨,2023-12-15T00:00:00.000,1,삼영 크레인정비 3반,D6024050,해)조립부,10000773614,10750579,B,Yes,조작PANEL부,이상,단선,결선
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000632,CP0050004,5TON LM-SGC[생3)Buffer장],5TON LM-SGC 가공Buffer장 Magnet pot 흡착 작동불량,2023-12-15T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000773617,10750582,B,Yes,전장부,이상,과부하,교체
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000073,CA0700001,70(35+35/5)TON EOC[사곡(SGC-07)],70TON EOC 사곡공장(SGC-07) 호이스트 작동안됨,2023-12-15T00:00:00.000,1,삼영 크레인정비 3반,D6023960,선실부,10000773619,10750584,B,Yes,권상부,정지,접촉,분해 조립
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000337,CG1200002,120TON LLC[생1)1DOCK(5호)],주행작동불가,2023-12-18T00:00:00.000,4,기계인프라부크레인보전직크레인보전1반,D602A300,전략생산팀(건조그룹),10000773726,10750718,A,Yes,주행부,기타,기타,기타
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001289,AA0010001313,성형)PLS2-01호,[돌발] 성형PLS2-1 UP/DOWN SCREW 고착,2023-12-15T00:00:00.000,4,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000773739,10750822,A,Yes,토치 업/다운부,이상,오염,교체
MCB,용접기,용접장비,WA01,주판용접장비,2200000004,AG0090001302,주판용접장비 (생2)-02호기,(돌발) BUTT 2호기 북쪽 UP/DOWN 윈치 와이어 이탈,2023-12-18T00:00:00.000,2.5,기계인프라부기계보전직기계보전3반,D6023550,판넬조립부,10000773760,10750767,A,Yes,거더 UP/DOWN 장치류,탈락,기타,교체
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000060,CA0500006,50(30+20)TON EOC[생3)B2-Shop],50TON EOC B2-SHOP AUX HOIST 작동불,2023-12-19T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000773876,10751212,B,Yes,권상부,정지,과부하,복귀
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000060,CA0500006,50(30+20)TON EOC[생3)B2-Shop],50TON EOC B2-SHOP 운전실 조작LEVER 교체작업,2023-12-19T00:00:00.000,4,삼영 크레인정비 3반,D6024070,해)가공부,10000773877,10751213,B,Yes,조작PANEL부,기타,기타,교체
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000685,AI011001075,승강용 리프트 (75호)_신한내,승강용 리프트 (75호)_신한내 리프트 작동중지,2023-12-18T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000773883,10750888,B,Yes,제어판넬,작동불량,과부하,복원
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000074,CA0800001,80TON EOC[생2)조립공장 55-Bay(55-1)],80(80+80)TON EOC(55-1) 횡행 작동불능,2023-12-18T00:00:00.000,1,삼영 크레인정비 2반,D6023510,조립부,10000773890,10750897,B,Yes,횡행부,정지,오염,청소
